"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.000145284123356238,0.00172015075373486,0.412641272185702,1.80064678650996e-05,0.193062976756332,0.0409793913348251,0.344095639705366,0.00729054173574292,4.67369370755769e-05
4.28238382936285e-09,1.8144687583947e-05,0.0144372607821946,2.96179324903862e-09,0.343238624308045,4.12724247842302e-05,0.641905423554975,0.000284211155977242,7.50558422636749e-05
4.1067462859577e-10,0.000686389662015079,0.226117476092609,9.61019926565552e-08,0.761577699096193,0.000610697685798932,0.0102757479590119,0.000626645925636373,0.000105247066069125
3.73306826483382e-08,7.70398169681322e-06,0.00475260955179226,1.0944273662816e-08,0.0821193648425777,4.06865578299949e-05,0.913018526718228,4.96153621314201e-05,1.14447107873631e-05
2.63873827941414e-05,0.000868152361041997,0.434757300424685,7.4518358187619e-06,0.146807361884082,0.0236853464119174,0.39080265078187,0.00303390947836512,1.14394394260559e-05
3.00551493613027e-05,0.00917346864929801,0.36541163253385,0.000219915877308071,0.171899074140211,0.448963642802598,0.00182928859313522,0.00237046195792662,0.000102460296311025
4.81216185159683e-08,1.54709188123064e-05,0.0144326022411795,2.92295957389464e-08,0.135635704709169,8.13930534963231e-05,0.849658694826385,0.000162525922744107,1.35309769995224e-05
3.39595829887132e-05,0.00148541739965133,0.256802373341127,4.54761220140253e-06,0.135465979226033,0.01883103425634,0.586086283061782,0.0012749837195672,1.54218003089095e-05
6.09229190836398e-08,4.85642320569925e-05,0.653881722514812,5.78713115172344e-07,0.233116120280615,0.00173001688817047,0.10614283285041,0.005070573458999,9.53013890259703e-06
3.39595829887132e-05,0.00148541739965133,0.256802373341127,4.54761220140253e-06,0.135465979226033,0.01883103425634,0.586086283061782,0.0012749837195672,1.54218003089095e-05
2.57027215289131e-05,0.00549240892443197,0.519185112766171,0.000152871779544635,0.335595498479202,0.123124120623327,0.0134864413531015,0.0028528952149761,8.49481377174516e-05
5.46366220025043e-06,0.00384689187689645,0.601069977472025,7.63246764265898e-05,0.29119693893833,0.084999401025874,0.0175132392868796,0.00126778028831759,2.39827730510559e-05
3.3258711908397e-05,0.0035616372366462,0.540598463485258,2.23904722241654e-05,0.269915787584095,0.081082270860462,0.103313696704169,0.00143142012846053,4.10748167760953e-05
1.69334000988848e-05,0.00187459314962436,0.561546317961914,2.71930955941123e-05,0.309124380928263,0.0440171092220431,0.0817392866969151,0.00160994518591138,4.42403596361809e-05
2.27331087860392e-07,2.54934763837474e-05,0.00487971202239173,2.988685305487e-08,0.133234590544924,7.7491312297983e-05,0.861610986528579,0.000119585449469633,5.18834480143737e-05
8.2433761022721e-05,0.00277030443914094,0.051456795128411,8.59828384403566e-06,0.855967698755504,0.0209244162431114,0.0409165766676485,0.0276129348307373,0.000260241890580639
0.000927235608447416,0.000162124679993037,0.0711475287117878,0.000357186841657745,0.000470430270461267,0.840488559908261,4.18303454651556e-06,0.0864426821583236,6.87865220722543e-08
2.35653425158355e-05,0.000364711008752102,0.715750202012348,0.000164635513084803,0.0100978837308333,0.265206510470299,0.00240451309509261,0.00598770027611025,2.78550963823746e-07
2.02603315261893e-05,0.00702201339013139,0.633627998536452,0.00018855894215852,0.169144502573112,0.181946670802024,0.00218406533087576,0.00578586482672375,8.00652669962669e-05
4.68717436237396e-06,0.00012157153039412,0.00278365273819965,5.55827389531191e-07,0.00181814255464419,5.00760659577243e-06,0.993559798367086,1.78272788579398e-05,0.00168875692247106
1.61844829739802e-05,0.000775824424225154,0.34664411643906,1.99112865241797e-05,0.27873385065803,0.0348335840475,0.33793674925541,0.00101342994462362,2.63494616526431e-05
2.19946836710946e-05,0.000310148074231619,0.305733569149387,0.000841107962407694,0.0283633646257639,0.658085918110489,0.00216317015862562,0.00447976791608058,9.59319343928326e-07
0.906220672349387,0.0138444040312879,2.52028453915446e-05,0.0796181040047831,1.28398650997421e-08,8.4035925648142e-05,1.46299184245279e-08,6.05119811016075e-05,0.000147041392617527
8.11357474977833e-05,0.000152402014183156,0.00102297698894953,0.00121063204693431,4.40683503622573e-05,0.905717302463702,1.76689461872227e-10,0.091771469033722,1.31779597710688e-08
0.365856583867622,0.510090017979786,5.77275493443825e-05,0.0975846931941842,5.1404622741635e-07,8.09852676036733e-05,3.30202322385926e-08,5.16063710756057e-05,0.0262778387039239
4.75057801644146e-08,1.59360260808506e-05,0.0199520290008736,1.76817718227302e-07,0.0150986817903306,1.86421831942476e-06,0.958398313236043,0.000145367517279979,0.00638758388757334
0.780092847604563,0.0238205680219972,9.29924871446892e-05,0.19533737297661,1.69414549751505e-08,0.00017188225919153,2.02923159736496e-09,0.000284870620283452,0.000199447059523138
2.79352677606021e-07,0.000703699497296629,0.0967788450797452,0.00116816866075144,0.0164243123108388,0.822915341722268,4.14981389082702e-07,0.0620062838989927,2.65449604048329e-06
0.481269358230408,0.0473532524445598,4.36014012901566e-06,0.470666827677063,9.97893342420095e-09,0.000324531334505719,4.83686948294359e-11,0.000240425784272166,0.000141234361760612
3.73306826483382e-08,7.70398169681322e-06,0.00475260955179226,1.0944273662816e-08,0.0821193648425777,4.06865578299949e-05,0.913018526718228,4.96153621314201e-05,1.14447107873631e-05
1.05629839161554e-07,3.66581607281544e-05,0.495221539498499,4.5901668188905e-07,0.282845940038433,0.00175702398533071,0.217322896151633,0.0027979067954864,1.74707233680455e-05
2.82925287916573e-05,0.00390838311952939,0.11861295284789,0.000187117203820924,0.061222708077184,0.00084712284466445,0.740764234443558,0.000245619057493188,0.0741835698770683
6.09229190836398e-08,4.85642320569925e-05,0.653881722514812,5.78713115172344e-07,0.233116120280615,0.00173001688817047,0.10614283285041,0.005070573458999,9.53013890259703e-06
1.05629839161554e-07,3.66581607281544e-05,0.495221539498499,4.5901668188905e-07,0.282845940038433,0.00175702398533071,0.217322896151633,0.0027979067954864,1.74707233680455e-05
8.64368996044716e-10,1.12874622199725e-05,0.0421536619596731,2.86274509783793e-09,0.333825759097155,4.23058400347562e-05,0.623581757419684,0.000365737440827743,1.94870532915167e-05
7.18214603610479e-08,0.000191654612425977,0.492871173426262,1.27938275511409e-06,0.384685602502827,0.0046110487133389,0.116497174731007,0.00112130335873715,2.0691451185823e-05
2.95901155680922e-07,0.000160277326021767,0.0204939327922448,4.95319665682659e-07,0.024149922305861,3.85582143407473e-06,0.926099453136185,0.00030975301425071,0.0287820143831814
4.75057801644146e-08,1.59360260808506e-05,0.0199520290008736,1.76817718227302e-07,0.0150986817903306,1.86421831942476e-06,0.958398313236043,0.000145367517279979,0.00638758388757334
8.26918467997044e-05,0.000728634113737263,0.605036149631411,0.00017137435186133,0.0307104820290617,0.000554595102797497,0.33012825042942,0.00711495767825154,0.0254728648166612
8.42253974183607e-06,0.000760351246480036,0.537677785540262,0.00023197615362416,0.00321496915821845,0.455071072044656,3.45178407625876e-05,0.00300054862987087,3.56846383609361e-07
1.02710969379369e-09,0.00093658392504856,0.0661263516132375,7.74953561741388e-08,0.910182298991716,0.000252223109360663,0.0220450586722083,0.000283981510765533,0.000173423655196815
4.48293343759218e-10,3.4559434820752e-06,0.0187382312806054,1.60820281616169e-09,0.319071608409173,1.49960626839529e-05,0.661979363812727,0.000168891673392447,2.34507614404362e-05
3.73306826483382e-08,7.70398169681322e-06,0.00475260955179226,1.0944273662816e-08,0.0821193648425777,4.06865578299949e-05,0.913018526718228,4.96153621314201e-05,1.14447107873631e-05
0.581400447143679,0.0206208677138159,0.0204990183878753,0.14376499186221,0.00012145995413868,0.205492003805614,1.31750987296648e-06,0.0280010245472995,9.88690754940631e-05
4.98728281283908e-07,0.00074132030247317,0.222714535372549,4.15547202643886e-06,0.130258204039801,6.93072115797677e-05,0.567256260846124,0.000625918381366926,0.0783297996457978
4.60792229013657e-09,3.20046392277299e-05,0.0367480320570441,6.74525252985285e-09,0.441647848744948,7.27894394646105e-05,0.520663530721184,0.000759435586410451,7.63474585471081e-05
1.56415199459764e-05,0.00142337418990459,0.549263911763171,0.000267185739440963,0.0109939933009132,0.435702092532135,0.000295659907753506,0.00203760406513108,5.36981603756595e-07
1.61844829739802e-05,0.000775824424225154,0.34664411643906,1.99112865241797e-05,0.27873385065803,0.0348335840475,0.33793674925541,0.00101342994462362,2.63494616526431e-05
5.91656158656842e-08,3.78546875479263e-05,0.00372126347928769,7.75414578825345e-09,0.0565404252140264,6.07042193024622e-05,0.939596430661445,3.48822783127981e-05,8.3725403161259e-06
0.0390316321141559,0.623768858692064,1.17418851334522e-05,0.00661197041215538,2.81556804343279e-05,1.15967446244329e-05,4.4281608215035e-06,0.000639098219183002,0.329892518091428
2.36292434935793e-09,9.9156977634927e-06,0.0162654259508889,3.79912231252587e-09,0.434280020808167,2.54397208633204e-05,0.548989926165385,0.000338854382690859,9.04111121941023e-05
0.00808010475851141,0.00773499487612294,0.738061042872952,0.0857823215666102,0.000298899475343001,0.152380093158571,6.51948646060748e-05,0.00694313267197074,0.000654215755312581
