"theta.1-1" "theta.2-1" "theta.3-1" "theta.4-1" "theta.5-1" "theta.6-1" "theta.7-1" "theta.8-1" "theta.9-1" "theta.1-2" "theta.2-2" "theta.3-2" "theta.4-2" "theta.5-2" "theta.6-2" "theta.7-2" "theta.8-2" "theta.9-2" "theta.1-3" "theta.2-3" "theta.3-3" "theta.4-3" "theta.5-3" "theta.6-3" "theta.7-3" "theta.8-3" "theta.9-3" "theta.1-4" "theta.2-4" "theta.3-4" "theta.4-4" "theta.5-4" "theta.6-4" "theta.7-4" "theta.8-4" "theta.9-4" "theta.1-5" "theta.2-5" "theta.3-5" "theta.4-5" "theta.5-5" "theta.6-5" "theta.7-5" "theta.8-5" "theta.9-5" "theta.1-6" "theta.2-6" "theta.3-6" "theta.4-6" "theta.5-6" "theta.6-6" "theta.7-6" "theta.8-6" "theta.9-6" "theta.1-7" "theta.2-7" "theta.3-7" "theta.4-7" "theta.5-7" "theta.6-7" "theta.7-7" "theta.8-7" "theta.9-7" "theta.1-8" "theta.2-8" "theta.3-8" "theta.4-8" "theta.5-8" "theta.6-8" "theta.7-8" "theta.8-8" "theta.9-8" "theta.1-9" "theta.2-9" "theta.3-9" "theta.4-9" "theta.5-9" "theta.6-9" "theta.7-9" "theta.8-9" "theta.9-9" "theta.1-10" "theta.2-10" "theta.3-10" "theta.4-10" "theta.5-10" "theta.6-10" "theta.7-10" "theta.8-10" "theta.9-10" "theta.1-11" "theta.2-11" "theta.3-11" "theta.4-11" "theta.5-11" "theta.6-11" "theta.7-11" "theta.8-11" "theta.9-11" "theta.1-12" "theta.2-12" "theta.3-12" "theta.4-12" "theta.5-12" "theta.6-12" "theta.7-12" "theta.8-12" "theta.9-12" "theta.1-13" "theta.2-13" "theta.3-13" "theta.4-13" "theta.5-13" "theta.6-13" "theta.7-13" "theta.8-13" "theta.9-13" "theta.1-14" "theta.2-14" "theta.3-14" "theta.4-14" "theta.5-14" "theta.6-14" "theta.7-14" "theta.8-14" "theta.9-14" "p.1" "p.2" "p.3" "p.4" "p.5" "p.6" "p.7" "p.8" "p.9"
"218" 0.2816171 0.4966705 0.6025132 0.632148 0.3080488 0.302391 0.7688379 0.5018396 0.3074939 0.3191479 0.104065 0.2200824 0.4312066 0.2796398 0.217128 0.4775723 0.1580963 0.3801359 0.3547199 0.5688605 0.6373623 0.004820407 0.7089839 0.7548275 0.09399264 0.07690461 0.4116129 0.9487035 0.1712542 0.9819915 0.2261871 0.2768152 0.9714106 0.6507043 0.02626016 0.03376272 0.03177254 0.1919439 0.3238175 0.1009983 0.2947612 0.2852058 0.3923252 0.417114 0.3856583 0.02562804 0.8277041 0.2880744 0.3321109 0.04442697 0.3087144 0.5834626 0.6210996 0.4652926 0.109008 0.1440354 0.3140792 0.1638146 0.2046702 0.3777607 0.2373393 0.3727383 0.5722911 0.99301 0.07865672 0.7466292 0.03790723 0.9314241 0.7670167 0.0005875153 0.1728115 0.1930817 0.04450682 0.08887585 0.1216433 0.024344 0.005667407 0.1392407 0.04843738 0.2906137 0.2902193 0.9868172 0.9841672 0.01912071 0.03916822 0.9983931 0.9902741 0.05108478 0.03367727 0.9963684 0.3420778 0.2360851 0.9930936 0.9888753 0.3791467 0.01639609 0.9569956 0.9678462 0.004204056 0.2638111 0.6257106 0.2976165 0.2052313 0.4455426 0.3275529 0.200893 0.466813 0.3423491 0.9924138 0.2374144 0.970481 0.09996199 0.20916 0.9511512 0.515319 0.02841364 0.07139214 0.03615573 0.1580738 0.23318 0.07229784 0.2483966 0.141945 0.4220192 0.4229123 0.609715 0.1841234 0.0672161 0.1408176 0.1502131 0.08785494 0.1056942 0.07909583 0.1141732 0.07081171
"219" 0.2113845 0.7554111 0.4103576 0.2880695 0.707219 0.3032139 0.4460105 0.576657 0.430938 0.3584941 0.455176 0.2633593 0.2864403 0.4293847 0.1593607 0.2383911 0.2724882 0.2658368 0.2970022 0.1170038 0.2334447 0.8073791 0.0001655102 0.7235463 0.5717633 0.5522331 0.1074339 0.9928452 0.7529126 0.06565914 0.1981657 0.1924414 0.939272 0.07111342 0.997464 0.1028929 0.03530517 0.3594684 0.4510328 0.3542113 0.1536246 0.172175 0.1666439 0.319366 0.3869268 0.02409882 0.6650159 0.5952888 0.05506127 0.4109164 0.2893396 0.6742653 0.2832217 0.6292024 0.1555712 0.1731086 0.533355 0.1890514 0.1375735 0.2913162 0.1261103 0.2870835 0.4651454 0.9999568 0.0493335 0.2622399 0.9381272 0.01854734 0.8821754 0.06926095 0.7937349 0.1590626 0.04557852 0.02757799 0.1805248 0.04459328 0.003423983 0.1018466 0.07098348 0.1530192 0.2693609 0.9743834 0.05833227 0.9187258 0.9935629 0.005632985 0.9973038 0.9771994 0.003585597 0.02086509 0.4733367 0.9569429 0.02975992 0.2841974 0.9774967 0.01116607 0.2118858 0.9959382 0.9746909 0.2410135 0.1607769 0.3938278 0.4823304 0.1906535 0.4117451 0.4589345 0.191596 0.3612052 0.9770978 0.7519264 0.09102916 0.2181833 0.09263787 0.9131871 0.2731812 0.9361871 0.01190987 0.02107106 0.5500189 0.6452798 0.2589311 0.0920508 0.1359737 0.2329385 0.1960365 0.4337577 0.1373799 0.05930649 0.06714711 0.07490673 0.1824078 0.1544906 0.07998438 0.1368471 0.1075298
"220" 0.5320429 0.2980767 0.3465727 0.5168646 0.8659253 0.2668318 0.6343291 0.4027349 0.2471339 0.2346994 0.2227581 0.3475697 0.1973887 0.3581547 0.2753438 0.3721663 0.3622268 0.2113801 0.5968404 0.7823572 0.2357336 0.6416594 0.1242881 0.3244089 0.01547694 0.08465699 0.7449998 0.1621125 0.9768181 0.07961535 0.9813306 0.7254271 0.9573069 0.2400746 0.03261477 0.2346083 0.1746842 0.2812494 0.4243415 0.3034294 0.3517921 0.007834521 0.1225988 0.5310812 0.3318204 0.7304543 0.2364121 0.5696788 0.2605301 0.5032458 0.01882517 0.4121013 0.6277047 0.06129449 0.06606405 0.3889111 0.5891603 0.3277454 0.2408022 0.1116282 0.1870851 0.4469097 0.2370209 0.00163687 0.836289 0.2563075 0.9083349 0.0498172 0.9785057 0.005479691 0.2805628 0.9731989 0.03749403 0.1243311 0.1715935 0.1142529 0.04855471 0.02922497 0.04407428 0.3259251 0.0636458 0.9466881 0.9960315 0.9535166 0.003615085 0.05962291 0.9911332 0.0124898 0.0104023 0.9904111 0.177793 0.002040045 0.06988641 0.9965751 0.9677857 0.4111854 0.9533435 0.9915834 0.3390742 0.5349763 0.3296868 0.2833565 0.2190147 0.232229 0.119586 0.2687176 0.4946453 0.4455453 0.2993706 0.9443815 0.07599734 0.9613714 0.7875145 0.9908221 0.07017804 0.001958721 0.2102683 0.2655416 0.1409303 0.4942571 0.2375636 0.4987764 0.02290081 0.08948448 0.5603951 0.3342796 0.06255439 0.1128811 0.08085371 0.1211362 0.07198333 0.191048 0.2148175 0.07568548 0.06904027
"221" 0.47991 0.6747195 0.2618176 0.5419587 0.3808824 0.2387047 0.3359753 0.8035748 0.2313038 0.2547904 0.3291279 0.2972126 0.2648249 0.1351322 0.2780785 0.2016061 0.4046278 0.4303874 0.6940883 0.01840659 0.6238062 0.6655017 0.8556274 0.4223084 0.1514026 0.1078809 0.260163 0.1615975 0.2306048 0.2591686 0.972415 0.8674447 0.982131 0.01367287 0.7438518 0.1093228 0.2020359 0.1294447 0.3098226 0.4123569 0.3297151 0.0275727 0.4147128 0.205067 0.4065442 0.8427786 0.4083892 0.01999128 0.2985742 0.4953082 0.01887215 0.664752 0.7098328 0.5281005 0.2209293 0.2190273 0.3453273 0.2920987 0.3409751 0.174859 0.4926666 0.2569478 0.5855736 0.06629852 0.02743392 0.8272968 0.7801171 0.8003641 0.9947329 0.2299237 0.02118885 0.1234304 0.05217747 0.05123888 0.05392488 0.1197373 0.2010338 0.02468152 0.285872 0.09593099 0.2216463 0.9359492 0.02046568 0.9943708 0.001784099 0.9703521 0.9833101 0.01930224 0.04407306 0.9804137 0.3262573 0.9891659 0.2659464 0.9709983 0.01635813 0.3253098 0.9371939 0.9271439 0.0437454 0.4443429 0.2046586 0.4150668 0.1695175 0.1830994 0.2227427 0.5517719 0.3393668 0.3256797 0.2172194 0.0409988 0.2455728 0.9603366 0.9907697 0.9886642 0.009070999 0.8562643 0.1917598 0.2671816 0.1824684 0.3191642 0.2580702 0.2345533 0.02524717 0.6060749 0.4851223 0.7131096 0.08925438 0.2338266 0.1022214 0.1411806 0.0756454 0.1816072 0.06456084 0.06556436 0.04613914
"222" 0.2357661 0.4662626 0.5922487 0.3766444 0.3012924 0.5163896 0.6659709 0.195797 0.7638769 0.2115536 0.2756046 0.201225 0.1350172 0.4733187 0.1282481 0.3966471 0.2616189 0.4028904 0.6276249 0.7887701 0.594112 0.1180609 0.09323202 0.6386326 0.004099083 0.338834 0.07732986 0.2604073 0.9570052 0.9688448 0.07121726 0.05643488 0.2282347 0.1957411 0.9923195 0.7120146 0.2257831 0.2438089 0.3264139 0.5266138 0.4565964 0.2344912 0.07939147 0.02269296 0.3532147 0.04296127 0.1605778 0.2525894 0.6160641 0.4750605 0.8791487 0.4106796 0.06196281 0.6871816 0.2785049 0.3836074 0.3359071 0.5044727 0.5793339 0.3017127 0.2136387 0.1518246 0.283989 0.7039194 0.9421335 0.7505208 0.2400105 0.3421856 0.03221139 0.007996884 0.9962843 0.004640519 0.02371234 0.1598892 0.1426634 0.3385278 0.365017 0.06118054 0.04428803 0.03141355 0.08653392 0.9933158 0.9989458 0.008451016 0.004337127 0.9063838 0.9633296 0.01842137 0.9922123 0.09870118 0.2547172 0.0004657441 0.9921314 0.9989364 0.01511081 0.1808718 0.9879521 0.3628286 0.9639178 0.5057157 0.3177535 0.2298083 0.379951 0.2825183 0.4396915 0.2839686 0.2141583 0.240502 0.3548756 0.9734625 0.9086008 0.0003303954 0.02394695 0.2561026 0.03970722 0.9742462 0.69284 0.2717638 0.1146823 0.2317012 0.5302434 0.6031481 0.4188863 0.1288188 0.007417642 0.4546993 0.1006197 0.1052366 0.1309596 0.05508694 0.05759398 0.08674413 0.2197008 0.1661474 0.07791091
"223" 0.7455269 0.2545603 0.480454 0.2449631 0.6238992 0.4487944 0.5894777 0.4559312 0.3395743 0.5144596 0.2120673 0.271613 0.3337174 0.4614852 0.2093019 0.2561544 0.3148 0.2629584 0.07246325 0.6905642 0.7890574 0.2971024 0.002461601 0.1130641 0.5925108 0.09921164 0.7874417 0.6616993 0.3002529 0.1165258 0.9991534 0.1951308 0.04732773 0.9879871 0.07823187 0.9921768 0.236789 0.2845699 0.2139912 0.02631991 0.183308 0.4375398 0.3750485 0.5335408 0.2318195 0.5618105 0.03197983 0.8353063 0.05870691 0.4265561 0.6109635 0.258916 0.6090718 0.2202233 0.3038411 0.335336 0.257135 0.1224561 0.1364621 0.6079487 0.3122873 0.4083555 0.2726431 0.003053297 0.9132224 0.09285275 0.9920525 0.02710671 0.1621134 0.7559405 0.07085862 0.8643389 0.09333483 0.05383126 0.03087394 0.01120258 0.02129198 0.2968328 0.1987065 0.1331136 0.1496373 0.01761682 0.9833873 0.9998189 0.966132 0.02443354 0.02899367 0.019137 0.9737972 0.9938329 0.9326116 0.2297232 0.2889574 0.4138788 0.9729345 0.9712629 0.9920651 0.03267648 0.001463161 0.2113306 0.4634438 0.5616073 0.2063131 0.2474854 0.4370609 0.2195403 0.4361606 0.2465069 0.6535199 0.2597441 0.2318873 0.9955074 0.009291376 0.03230467 0.9107521 0.1216402 0.9807025 0.3369392 0.263948 0.266879 0.03504581 0.1450301 0.5040073 0.2185163 0.5428152 0.104847 0.1012754 0.1074951 0.06179744 0.1560516 0.1834989 0.0827766 0.127653 0.07084738 0.1086045
"224" 0.2593753 0.2985882 0.4232738 0.4404775 0.7800579 0.2585395 0.5400285 0.5547612 0.5018865 0.2745311 0.3691636 0.1589629 0.1762836 0.4666125 0.2653725 0.3640172 0.2132896 0.1053976 0.3698377 0.2271912 0.1713551 0.8843378 0.06499792 0.7549969 0.001831065 0.5393497 0.7565815 0.9929282 0.02315441 0.01495677 0.9948052 0.6708636 0.3358973 0.1671589 0.9754396 0.2564725 0.04945691 0.4540023 0.5656452 0.3062887 0.3030455 0.2600653 0.1633926 0.3747036 0.1732609 0.006936936 0.6148983 0.5682761 0.2153329 0.6090958 0.05253148 0.4412619 0.3521868 0.9927456 0.1861547 0.3414607 0.4966283 0.2944299 0.2608819 0.2505818 0.2560593 0.2793365 0.1851071 0.9613869 0.1675516 0.1364709 0.9120978 0.01651751 0.7834691 0.04307171 0.7871411 0.03813416 0.02746801 0.1541903 0.5220219 0.2112475 0.03807542 0.05079463 0.05068908 0.2242276 0.1258344 0.9796219 0.9923482 0.009031264 0.9787057 0.05908437 0.9964616 0.02760552 0.01828378 0.9446924 0.3333259 0.02483215 0.9746622 0.01779761 0.9730482 0.2499182 0.9928174 0.9881912 0.2425983 0.179442 0.3503322 0.5254523 0.3663543 0.1912539 0.4628873 0.2737479 0.2486895 0.5157276 0.9928877 0.05547571 0.06528064 0.9869749 0.6136823 0.3250954 0.001034773 0.9241334 0.4954117 0.03525586 0.5190527 0.5657612 0.1684911 0.3949507 0.2420102 0.1154033 0.2113914 0.2009219 0.185728 0.06780402 0.04918835 0.07942508 0.08404239 0.1257453 0.2073995 0.1413375 0.05932976
"225" 0.7789868 0.2363783 0.4954723 0.482566 0.6126615 0.4881039 0.2411478 0.5371812 0.3625232 0.3592711 0.275962 0.3729644 0.5176007 0.3564372 0.09349595 0.2534064 0.2226038 0.267065 0.2140867 0.4744323 0.1450628 0.1474515 0.01025181 0.7618554 0.6355627 0.6711753 0.8031863 0.720146 0.9573666 0.07830143 0.04336112 0.2189771 0.2292057 0.3207354 0.9826721 0.891622 0.3491668 0.05826887 0.4696104 0.3684421 0.1813247 0.2001063 0.3380657 0.3791965 0.2759634 0.6903002 0.02866057 0.6651786 0.4392442 0.4009323 0.7264338 0.0956717 0.2605919 0.4716715 0.2971055 0.1572829 0.5223929 0.4752268 0.2224619 0.2644298 0.2963451 0.3068794 0.3264317 0.187889 0.9771413 0.3085483 0.1530725 0.0518455 0.01665638 0.9112042 0.8330002 0.5740161 0.07986299 0.04447065 0.4762896 0.1985188 0.03353127 0.03881522 0.01869392 0.1036375 0.2911459 0.0572626 0.9853417 0.009463373 0.9634666 0.01953124 0.9619062 0.9946276 0.001607736 0.9013581 0.9601778 0.2431048 0.9809291 0.004850948 0.9743984 0.2201524 0.2820023 0.9988153 0.007100176 0.2187985 0.2180849 0.5560688 0.4082219 0.2258813 0.6398415 0.3877702 0.2761346 0.1697071 0.9097257 0.9511055 0.005165605 0.008766205 0.04941236 0.3241811 0.2780335 0.9216965 0.9345334 0.413945 0.008133021 0.4509372 0.454291 0.1937796 0.2912815 0.3214962 0.224762 0.3414662 0.07315731 0.2350949 0.04781954 0.06978777 0.2524582 0.05707119 0.09761036 0.1164063 0.05059445
"226" 0.2060505 0.4245679 0.7019394 0.2182238 0.7506292 0.4673577 0.3931146 0.5884813 0.4565994 0.2735777 0.2347954 0.3881817 0.1859153 0.3372513 0.1834207 0.4711837 0.2216591 0.1255319 0.4695832 0.7652618 0.006906739 0.7740335 0.1888448 0.1185605 0.2567771 0.6037585 0.5461281 0.981556 0.9841997 0.2545657 0.1580306 0.7770669 0.06720586 0.01307305 0.9727645 0.07265181 0.04851293 0.2731858 0.1299556 0.2631506 0.2869826 0.4598273 0.3978584 0.3072345 0.3007514 0.03871641 0.4772572 0.3860089 0.1017066 0.7376646 0.6448734 0.479433 0.3403861 0.8170754 0.1233845 0.4444973 0.1577814 0.3092373 0.3054541 0.5303757 0.5883875 0.3352295 0.1324235 0.9983216 0.7241476 0.0221751 0.8702897 0.1170465 0.224218 0.2383334 0.7723852 0.05948502 0.04408721 0.3102119 0.03596625 0.03958552 0.03760277 0.4149923 0.09027318 0.09761627 0.1459879 0.9759325 0.9963864 0.02427948 0.994866 0.08197122 0.0230364 0.9958552 0.004994827 0.9769989 0.3221345 0.0078895 0.9416097 0.258257 0.985293 0.9993978 0.06111066 0.9901234 0.1438115 0.1985316 0.3184237 0.2602663 0.4091961 0.2619075 0.4654303 0.3942512 0.2690674 0.6159091 0.9551119 0.9477059 0.07015186 0.3660018 0.8448625 0.05226643 0.07836293 0.8968608 0.3368041 0.02901141 0.2135084 0.1240501 0.323959 0.3473278 0.4322449 0.50585 0.2881462 0.2975824 0.2109685 0.05621074 0.2305578 0.09450577 0.06270272 0.07337525 0.05068435 0.1313723 0.08962252
"227" 0.5920569 0.4227048 0.2193741 0.3865181 0.644955 0.258164 0.8257717 0.3768394 0.4530926 0.3556146 0.3339615 0.2940218 0.2612937 0.1834055 0.1975987 0.4526632 0.1688064 0.1175927 0.01339777 0.207092 0.3783152 0.1966843 0.6356329 0.7795183 0.1072032 0.7199781 0.6282492 0.2191785 0.127065 0.9787687 0.0380543 0.9358955 0.3020093 0.6893483 0.9341047 0.1007011 0.1360934 0.4829304 0.01444548 0.4370832 0.3281536 0.264885 0.2887057 0.3439109 0.1882538 0.3990437 0.4878478 0.03233082 0.6128541 0.2331083 0.01786415 0.6559727 0.2375434 0.7528127 0.1839164 0.5487029 0.1335113 0.4587687 0.2718376 0.2892315 0.2214857 0.3707211 0.1215764 0.01689522 0.2585608 0.993403 0.2510197 0.8338224 0.9588747 0.01300158 0.7521198 0.02834401 0.0486667 0.2686984 0.03866366 0.3906432 0.1472326 0.001804219 0.1060369 0.1405889 0.04173475 0.01255697 0.9811258 0.9874108 0.003027402 0.009533069 0.9585522 0.05469628 0.9968116 0.9683657 0.9783899 0.07818562 0.3612964 0.9969982 0.9937456 0.2720988 0.9235053 0.03033193 0.2311451 0.2623544 0.4104412 0.2194933 0.476033 0.2260134 0.4349666 0.2101322 0.287208 0.4194115 0.04328304 0.1194318 0.9657301 0.02593401 0.9282383 0.3463539 0.7285735 0.9460575 0.2486223 0.1641018 0.6392716 0.008291081 0.4476747 0.2509471 0.2497156 0.4120409 0.1861306 0.2184089 0.2211284 0.06485511 0.1879356 0.05825736 0.1478494 0.06440282 0.08483103 0.09594385 0.07479637
"228" 0.5806634 0.136586 0.3068918 0.2232001 0.5548403 0.3487601 0.3617232 0.8169287 0.5986491 0.4119797 0.1887125 0.2102125 0.2618667 0.2623779 0.100369 0.296146 0.4410643 0.2342805 0.002566363 0.9246669 0.6596219 0.407318 0.7092264 0.2102488 0.1997989 0.0820414 0.6575797 0.2301223 0.1726683 0.9752492 0.990827 0.2352969 0.006736659 0.05676577 0.6367025 0.9751451 0.1966996 0.1651617 0.2679261 0.005009275 0.1460536 0.4873237 0.4530487 0.285127 0.3445011 0.426055 0.131019 0.2156605 0.01890203 0.6719572 0.619467 0.5494735 0.594429 0.2958098 0.1525086 0.2195071 0.3427724 0.1378049 0.1060448 0.7589792 0.3783958 0.1968502 0.2773438 0.008602539 0.8761176 0.8597065 0.9919377 0.02370203 0.2987787 0.3359587 0.08621108 0.8006021 0.05731211 0.01526957 0.1580253 0.02312758 0.04665172 0.2774114 0.1666683 0.02440442 0.131927 0.0141309 0.9780155 0.9918555 0.9930232 0.9709236 0.01569046 0.98413 0.06767693 0.006553112 0.9711174 0.3990708 0.003276886 0.3228515 0.1481031 0.9934502 0.06387963 0.9954121 0.9917434 0.2579697 0.4602344 0.242837 0.2082542 0.598134 0.3512734 0.3307695 0.218278 0.1867857 0.04955583 0.2621225 0.8434827 0.9850349 0.2651839 0.03494209 0.09957461 0.7786673 0.930614 0.1578997 0.2474934 0.2008603 0.0173564 0.407136 0.3378268 0.48091 0.4181286 0.2777989 0.2307256 0.06104095 0.1365534 0.1677492 0.05322286 0.05643634 0.08922751 0.07283798 0.1322061
"229" 0.4955175 0.3614654 0.2991202 0.3055506 0.25841 0.5965154 0.4512644 0.6323891 0.6930494 0.1728622 0.3818728 0.1696683 0.1751771 0.3123647 0.233677 0.2799143 0.4113518 0.5257371 0.1000976 0.2559 0.8122647 0.758507 0.4090851 0.6299157 0.6230434 0.01189428 0.05294275 0.103036 0.08797441 0.9879075 0.154672 0.9811954 0.9689512 0.1508517 0.1634603 0.7683193 0.4052334 0.5003132 0.2998474 0.2501403 0.02379506 0.304521 0.1114739 0.1230067 0.3019564 0.5843122 0.4093822 0.2390607 0.07138232 0.003441361 0.3187391 0.926577 0.3743883 0.5947822 0.4517833 0.4811519 0.4137836 0.2619722 0.1805757 0.2902706 0.1864737 0.1726738 0.2438366 0.1375994 0.2139113 0.7811777 0.8987342 0.9953251 0.7756225 0.01710689 0.0105291 0.02007925 0.2470653 0.204715 0.1534478 0.01655339 0.03115261 0.1226266 0.08870864 0.01730689 0.04152003 0.00472374 0.9725738 0.9953451 0.9961476 0.9723248 0.01030654 0.970491 0.004732278 0.1044628 0.9783163 0.09164471 0.01319516 0.3599713 0.4042466 0.9881301 0.1067719 0.9668487 0.9743832 0.2932276 0.3239531 0.3656231 0.3755273 0.1618023 0.1923175 0.5192066 0.2555324 0.224454 0.06563585 0.07668238 0.9063072 0.3691022 0.9825357 0.9608199 0.2351821 0.02343598 0.6587256 0.5368341 0.5724148 0.1154231 0.3082845 0.05138096 0.2655958 0.2674316 0.08902709 0.4644735 0.09181349 0.08649802 0.1306493 0.08176612 0.1518627 0.1478472 0.06468055 0.1672193 0.07766339
"230" 0.5913752 0.40604 0.2612772 0.3301178 0.3386773 0.206996 0.6506032 0.76279 0.5028966 0.244579 0.1941736 0.1762939 0.2350938 0.3650592 0.2856123 0.3839113 0.3537028 0.1856265 0.6059265 0.1011255 0.7646044 0.7694821 0.3400316 0.2787404 0.01260978 0.04751885 0.6254835 0.9782014 0.001499081 0.1689878 0.9901587 0.00808826 0.9816759 0.1812667 0.6965468 0.2297776 0.3120079 0.3817308 0.255201 0.3268185 0.4205004 0.01252021 0.1656745 0.2910474 0.1769322 0.2952661 0.6878279 0.07819715 0.1740817 0.4637596 0.02598431 0.3370568 0.661657 0.8973212 0.2758813 0.6023645 0.1879981 0.3878577 0.5606723 0.1375779 0.1585641 0.3094828 0.2312167 0.7992273 0.1914431 0.8154133 0.9311035 0.3030858 0.9686775 0.01347907 0.01956563 0.002433318 0.1312953 0.3764199 0.03867953 0.118049 0.1382715 0.01499224 0.04821059 0.03145182 0.1158987 0.033795 0.01417757 0.9514428 0.9961892 0.9992571 0.997993 0.02854128 0.02474881 0.9771594 0.9797084 0.9978205 0.3086449 0.04418551 0.03573958 0.4393947 0.9533553 0.986161 0.1518094 0.2687415 0.5353164 0.3874407 0.266339 0.3593966 0.1987132 0.2352055 0.2540569 0.5013647 0.8870348 0.0356634 0.2517122 0.8692873 0.08652777 0.9764008 0.04362353 0.6526331 0.3883038 0.24587 0.4756432 0.2308541 0.1551598 0.5242671 0.03205633 0.1296236 0.4869112 0.3533547 0.1537676 0.07268704 0.0708288 0.1205057 0.08125898 0.1501936 0.1903996 0.08691883 0.07343985
"231" 0.5745183 0.3278749 0.1974312 0.6851547 0.8000805 0.2157218 0.2943309 0.2856616 0.3715723 0.1398683 0.1893938 0.3487619 0.3476096 0.4906953 0.2197526 0.1965553 0.3787854 0.1642188 0.6644935 0.685755 0.3494115 0.02787408 0.05826749 0.8719509 0.1019225 0.1039413 0.7172328 0.9614629 0.909036 0.9981214 0.1875115 0.6938613 0.238405 0.1237468 0.07131091 0.1853576 0.3418669 0.2803143 0.01237473 0.133557 0.3431059 0.2847769 0.4115102 0.4571914 0.1963159 0.3025296 0.2174121 0.01099977 0.4854729 0.5854796 0.09680395 0.6432509 0.5326026 0.7808518 0.3276218 0.3805514 0.09580992 0.1811393 0.2669638 0.2911555 0.5743622 0.4721578 0.2073776 0.794595 0.872589 0.9691208 0.0202247 0.01679894 0.9358983 0.1960793 0.2144843 0.02841313 0.157183 0.1272111 0.03644528 0.04025094 0.03768507 0.06827051 0.3348972 0.2191737 0.0003665886 0.02707369 0.9918752 0.9810845 0.04399378 0.03029186 0.9817617 0.01328115 0.9904317 0.9781597 0.9554045 0.00346097 0.3934769 0.9686687 0.9810372 0.3267017 0.9588522 0.02701628 0.1510854 0.2318031 0.2206669 0.2024 0.2744642 0.195567 0.4317689 0.5308188 0.3569816 0.5836344 0.9601675 0.9288407 0.9705682 0.06250439 0.5344447 0.257878 0.04715031 0.05143044 0.2572229 0.2254314 0.1388117 0.02712706 0.07860458 0.4271601 0.2326064 0.5081322 0.4668255 0.3301786 0.1370005 0.1282669 0.1555422 0.2002657 0.08922682 0.06934519 0.06374655 0.07726168 0.07934436
"232" 0.6551277 0.385885 0.3167683 0.4361685 0.3223808 0.212854 0.7170238 0.2023118 0.5279241 0.390604 0.2295012 0.2243627 0.2500773 0.4678184 0.1891381 0.5333759 0.2222181 0.1743216 0.0008419788 0.1820982 0.6991834 0.6159634 0.2287281 0.6637809 0.05059397 0.4212799 0.5650817 0.1918254 0.03578047 0.9062893 0.2847952 0.00380331 0.1437055 0.6257775 0.9742403 0.9479345 0.1843192 0.4576914 0.2567532 0.2932456 0.3298685 0.2665554 0.325991 0.02609641 0.3529375 0.3771323 0.6966181 0.1296913 0.9219332 0.4646113 0.003432455 0.5396983 0.02550844 0.2700578 0.2201511 0.4087077 0.3043092 0.2218483 0.5216024 0.1976626 0.2378544 0.1271622 0.2668288 0.02675059 0.3410292 0.9577042 0.07567285 0.2147212 0.79494 0.04983152 0.9797062 0.7818993 0.05572156 0.3264185 0.154122 0.1395933 0.2513527 0.001989697 0.0331853 0.01955101 0.1115331 0.02298266 0.009856516 0.9977825 0.9645601 0.9780731 0.9907841 0.0575115 0.9797025 0.001928567 0.9650571 0.998992 0.03309661 0.2073804 0.03270843 0.3494505 0.9602103 0.4088958 0.9940515 0.2185957 0.4815149 0.2962308 0.5859236 0.243365 0.4736695 0.1461235 0.2450131 0.2276382 0.02018732 0.03218766 0.848594 0.4188742 0.03568173 0.1318831 0.5645454 0.9994829 0.9441387 0.1241324 0.4867008 0.1627079 0.1839372 0.6065688 0.2975775 0.430074 0.009202847 0.2534856 0.2037388 0.0683323 0.1365927 0.09735127 0.05717582 0.06823259 0.0668639 0.1465673 0.1551454
"233" 0.20174 0.529505 0.2066626 0.3469112 0.8121613 0.3068949 0.3406144 0.636173 0.7027034 0.1381942 0.2088478 0.3217683 0.1960463 0.4642666 0.1815026 0.3879999 0.2180595 0.4683712 0.8952756 0.6528836 0.2821386 0.147798 0.006241493 0.6876876 0.1911215 0.5870205 0.01548159 0.1263151 0.2605572 0.9976044 0.05187035 0.6694499 0.9129496 0.06302593 0.9744352 0.130201 0.2734415 0.1523873 0.006125652 0.4199352 0.32322 0.2108078 0.3715189 0.3466316 0.1281948 0.1171041 0.9040292 0.0533525 0.5834024 0.6348289 0.1277169 0.4655789 0.3062962 0.4295752 0.1629334 0.1108945 0.09348996 0.4453346 0.1817444 0.3372687 0.4012087 0.2828592 0.2206081 0.8481326 0.01437563 0.9955358 0.2305421 0.01841162 0.9317179 0.2355974 0.6990604 0.019277 0.02941349 0.05853948 0.02143133 0.3144551 0.02556047 0.10682 0.1551436 0.1060861 0.03096914 0.9866311 0.9641414 0.9825233 0.01263235 0.1007118 0.9942503 0.9832486 0.01564367 0.02123424 0.4422819 0.1819719 0.4747697 0.9969164 0.9725205 0.03340558 0.01286091 0.9821323 0.9764707 0.4632466 0.4122304 0.1591344 0.4275723 0.234614 0.3104613 0.4122655 0.2577497 0.278601 0.2244737 0.4258997 0.9760879 0.04273464 0.7304387 0.9083986 0.03599848 0.945384 0.06583495 0.3503683 0.2244415 0.01047428 0.6573366 0.5383493 0.1705415 0.488318 0.2215264 0.1113443 0.07041916 0.05173457 0.1173559 0.07594288 0.06732509 0.1728844 0.08944971 0.1531443 0.201744
