"theta.1-1" "theta.2-1" "theta.3-1" "theta.4-1" "theta.5-1" "theta.6-1" "theta.7-1" "theta.8-1" "theta.9-1" "theta.1-2" "theta.2-2" "theta.3-2" "theta.4-2" "theta.5-2" "theta.6-2" "theta.7-2" "theta.8-2" "theta.9-2" "theta.1-3" "theta.2-3" "theta.3-3" "theta.4-3" "theta.5-3" "theta.6-3" "theta.7-3" "theta.8-3" "theta.9-3" "theta.1-4" "theta.2-4" "theta.3-4" "theta.4-4" "theta.5-4" "theta.6-4" "theta.7-4" "theta.8-4" "theta.9-4" "theta.1-5" "theta.2-5" "theta.3-5" "theta.4-5" "theta.5-5" "theta.6-5" "theta.7-5" "theta.8-5" "theta.9-5" "theta.1-6" "theta.2-6" "theta.3-6" "theta.4-6" "theta.5-6" "theta.6-6" "theta.7-6" "theta.8-6" "theta.9-6" "theta.1-7" "theta.2-7" "theta.3-7" "theta.4-7" "theta.5-7" "theta.6-7" "theta.7-7" "theta.8-7" "theta.9-7" "theta.1-8" "theta.2-8" "theta.3-8" "theta.4-8" "theta.5-8" "theta.6-8" "theta.7-8" "theta.8-8" "theta.9-8" "theta.1-9" "theta.2-9" "theta.3-9" "theta.4-9" "theta.5-9" "theta.6-9" "theta.7-9" "theta.8-9" "theta.9-9" "theta.1-10" "theta.2-10" "theta.3-10" "theta.4-10" "theta.5-10" "theta.6-10" "theta.7-10" "theta.8-10" "theta.9-10" "theta.1-11" "theta.2-11" "theta.3-11" "theta.4-11" "theta.5-11" "theta.6-11" "theta.7-11" "theta.8-11" "theta.9-11" "theta.1-12" "theta.2-12" "theta.3-12" "theta.4-12" "theta.5-12" "theta.6-12" "theta.7-12" "theta.8-12" "theta.9-12" "theta.1-13" "theta.2-13" "theta.3-13" "theta.4-13" "theta.5-13" "theta.6-13" "theta.7-13" "theta.8-13" "theta.9-13" "theta.1-14" "theta.2-14" "theta.3-14" "theta.4-14" "theta.5-14" "theta.6-14" "theta.7-14" "theta.8-14" "theta.9-14" "p.1" "p.2" "p.3" "p.4" "p.5" "p.6" "p.7" "p.8" "p.9"
"85" 0.3336881 0.2106429 0.1883175 0.3902516 0.8011126 0.6196246 0.5019426 0.537443 0.5612218 0.164377 0.3356991 0.3201609 0.2454405 0.4172607 0.3664158 0.2542001 0.1546214 0.2382651 0.7506295 0.3717681 0.8502765 0.1796395 0.08193622 0.006117542 0.6231391 0.1469201 0.5516911 0.8596687 0.996021 0.22927 0.05616623 0.7834809 0.2028421 0.08139779 0.003662791 0.9689583 0.2987803 0.03020987 0.2683334 0.5654654 0.3441871 0.1266283 0.1406557 0.4960039 0.31019 0.2939823 0.02372291 0.123424 0.4684504 0.6262882 0.3774542 0.8847042 0.6323603 0.3699972 0.3426938 0.1893883 0.2378134 0.5801843 0.2252513 0.1991952 0.2312628 0.5109621 0.2457894 0.8348076 0.9973506 0.8649273 0.3531204 0.07763172 0.01837476 0.006083118 0.3264721 0.7532355 0.1497403 0.008747938 0.01948353 0.2551569 0.03772023 0.04643844 0.009418739 0.3813894 0.1383979 0.9945269 0.9886297 0.9609031 0.9861298 0.04391337 0.018532 0.9947331 0.04268276 0.000692288 0.01372819 0.31238 0.3553846 0.02974913 0.9741487 0.9693999 0.2094597 0.9764712 0.9933062 0.2765259 0.2232632 0.3404186 0.3280136 0.1709923 0.2841929 0.6620921 0.4368646 0.2279149 0.9464607 0.92518 0.2699295 0.04995605 0.7388788 0.0385138 0.1330836 0.0872924 0.9428486 0.1058387 0.0351069 0.2143679 0.625012 0.4561428 0.1266733 0.3737028 0.6262831 0.2700343 0.1265604 0.181019 0.06563992 0.06411744 0.0705444 0.2344189 0.0793717 0.04222274 0.1361055
"86" 0.3295983 0.7403522 0.4975271 0.2186905 0.4290795 0.4646584 0.6079652 0.1730165 0.6760087 0.1822882 0.4227357 0.2828578 0.2033862 0.1450407 0.1671886 0.2562482 0.2670731 0.4006375 0.8092753 0.1285454 0.2075365 0.7048323 0.09189915 0.8626862 0.578319 0.3700401 0.007997622 0.9345726 0.7676218 0.06084648 0.3335107 0.02077453 0.09997991 0.951602 0.965207 0.2312453 0.2726428 0.2852196 0.3320111 0.356313 0.3947473 0.1373283 0.2990951 0.02459459 0.1976491 0.3085421 0.8256657 0.5599728 0.0672185 0.6323248 0.8008846 0.261309 0.02247772 0.3918225 0.341058 0.2516123 0.4415476 0.1637979 0.4663631 0.1272846 0.3025779 0.158604 0.2035167 0.8386784 0.01739638 0.28114 0.9265165 0.1556472 0.004561372 0.8500388 0.9859958 0.0229608 0.1918583 0.08847225 0.2563351 0.003969953 0.3355062 0.02785841 0.09773971 0.0149886 0.05401501 0.9974599 0.1503534 0.9818234 0.9871715 0.06521173 0.9778786 0.003421157 0.9986036 0.005788629 0.004154097 0.9720784 0.007338026 0.2556036 0.9334678 0.2582466 0.9989049 0.3460717 0.97508 0.1620509 0.2576669 0.3734914 0.3739564 0.3458411 0.602326 0.1932721 0.2743957 0.2834363 0.9551866 0.779845 0.08574018 0.2148151 0.0302037 0.2047882 0.9299982 0.9703496 0.05412817 0.1351031 0.4265456 0.4629639 0.2849746 0.4822685 0.2419268 0.206559 0.03284095 0.143794 0.1102699 0.05597137 0.08809028 0.06640305 0.07919455 0.05067941 0.15213 0.172021 0.2252405
"87" 0.6571766 0.7252537 0.1792646 0.3906579 0.3990833 0.2311878 0.6368182 0.4167504 0.433294 0.4011268 0.462122 0.2502136 0.2529445 0.2999759 0.2605382 0.2419528 0.1920055 0.3589729 0.01188925 0.06343478 0.7362281 0.7840888 0.1430609 0.3332311 0.6346499 0.9464869 0.1043621 0.1818945 0.794122 0.358471 0.9772185 0.05599735 0.9906385 0.97153 0.04098093 0.05561448 0.1573078 0.1821313 0.3453116 0.2917424 0.4847389 0.02063817 0.3653259 0.08935469 0.3897686 0.3501962 0.7336008 0.09235472 0.2925059 0.6678377 0.01777621 0.2931657 0.731362 0.6024354 0.2049947 0.2826336 0.2924858 0.3892697 0.5049315 0.1406272 0.2893166 0.2438184 0.5202129 0.01676459 0.02763551 0.8872047 0.7878925 0.2746414 0.9688604 0.7815391 0.06809857 0.1562061 0.04111092 0.04416208 0.07549933 0.2215168 0.4259741 0.0247393 0.1064763 0.03538798 0.1166296 0.05008539 0.04497666 0.9969765 0.997614 0.01439663 0.9868536 0.005448191 0.9675816 0.9765214 0.9628453 0.9768884 0.1642408 0.01275319 0.9783074 0.3465385 0.9922877 0.330108 0.08000558 0.2720495 0.1358321 0.4204297 0.2340373 0.4968273 0.244449 0.2393949 0.7319049 0.3461133 0.05196394 0.6174965 0.4117973 0.9528148 0.04150935 0.9735168 0.9134551 0.3129684 0.04783206 0.1590535 0.3271429 0.2675328 0.1261018 0.465166 0.01628536 0.2844621 0.3388747 0.4071451 0.2205895 0.08079853 0.1077109 0.0785289 0.07095945 0.1724386 0.1411779 0.04938835 0.07840785
"88" 0.6690175 0.1973464 0.3901622 0.5174237 0.449309 0.1974711 0.6119917 0.3258742 0.6754229 0.4327975 0.2545723 0.1618584 0.1522401 0.2858225 0.2535466 0.2061754 0.3886737 0.3820312 0.009314848 0.7165899 0.5761756 0.07164412 0.7790334 0.4037574 0.5575885 0.2142069 0.2062367 0.152022 0.2594295 0.0654792 0.09761725 0.9972864 0.9939288 0.958188 0.09134506 0.7802286 0.1016214 0.2974128 0.1488667 0.5679133 0.3492777 0.02068331 0.2807466 0.4217489 0.2314173 0.4202048 0.02531432 0.769285 0.5693168 0.402902 0.04479398 0.2249644 0.547316 0.6408623 0.2249463 0.2239589 0.09372779 0.4860635 0.4054579 0.1889977 0.2593609 0.5906296 0.2299663 0.02114904 0.8523684 0.06951154 0.126769 0.7808916 0.9681451 0.8655089 0.147583 0.002009243 0.03335183 0.04680889 0.128943 0.3279081 0.2029797 0.01783359 0.120737 0.1717747 0.1303086 0.009123813 0.9966824 0.9921064 0.05070948 0.9773685 0.9779067 0.01083053 0.9858855 0.06923404 0.9687548 0.303373 0.1902217 0.9783072 0.01211288 0.3377314 0.9966104 0.04933266 0.9522781 0.2827107 0.4089259 0.5420809 0.4407972 0.3353332 0.2001479 0.2307915 0.3660099 0.2154198 0.01828669 0.2826562 0.2364367 0.05397027 0.941954 0.9621161 0.9615687 0.02300477 0.6640107 0.157641 0.3682018 0.1590722 0.3789317 0.255721 0.001045614 0.2803807 0.4963815 0.3561492 0.1773054 0.08120989 0.07797344 0.08037925 0.08165074 0.1884481 0.1346309 0.07605658 0.1023458
"89" 0.5187844 0.6883384 0.3918431 0.6241485 0.6417006 0.1915485 0.3328353 0.3025525 0.3339398 0.174764 0.3636323 0.2419263 0.2302127 0.4307009 0.262391 0.4064222 0.2314085 0.1951586 0.6118678 0.006050164 0.1285282 0.5878831 0.09921592 0.4578546 0.1790825 0.7734131 0.6927581 0.1672783 0.07913223 0.05226209 0.9824659 0.7022829 0.9260499 0.03929428 0.2010962 0.8755377 0.1661133 0.1504926 0.4132591 0.2816355 0.2460501 0.01954295 0.4625532 0.321383 0.2837702 0.7880058 0.3790051 0.5793276 0.3090111 0.6009429 0.0192183 0.4515091 0.00468639 0.1913887 0.1319899 0.1777767 0.3697342 0.2970455 0.183207 0.1768412 0.5914967 0.2971161 0.3566869 0.1241235 0.02044324 0.2137996 0.8338905 0.01737655 0.994853 0.1994431 0.7769054 0.8244478 0.08851596 0.04111896 0.3010003 0.1381813 0.07378414 0.01755267 0.3483305 0.04757013 0.1921586 0.9614644 0.004349868 0.02718018 0.01615656 0.06002244 0.9971846 0.9884132 0.997646 0.9995692 0.202094 0.9509994 0.9933991 0.9993267 0.9006793 0.3220488 0.06638615 0.2974194 0.02747298 0.4288878 0.2504636 0.4085581 0.2512689 0.1605438 0.1955224 0.3827789 0.3422267 0.253544 0.3820598 0.0293942 0.07025959 0.9551068 0.5180416 0.9438796 0.04854745 0.1072351 0.8963588 0.2261435 0.07272905 0.5140773 0.2922607 0.3835581 0.02984218 0.53431 0.4380405 0.2192421 0.1023114 0.1812638 0.08252891 0.1361566 0.1012362 0.1877181 0.05645613 0.04179715 0.1105316
"90" 0.7708788 0.418677 0.3683492 0.5689535 0.1972281 0.6421098 0.4303617 0.2769159 0.2670204 0.5196846 0.2370719 0.3669645 0.2051385 0.2210381 0.3679102 0.1218344 0.2183111 0.2343481 0.1096672 0.6481135 0.1394397 0.6229723 0.7263658 0.006366995 0.1718217 0.2649823 0.7822346 0.768863 0.2288733 0.07626671 0.9714609 0.9851262 0.2045325 0.05248529 0.9957081 0.09858653 0.3260437 0.07603293 0.5208391 0.3336068 0.237951 0.2145077 0.4824381 0.003182051 0.1591527 0.7843413 0.9526157 0.5249329 0.2565608 0.1961728 0.4143469 0.781014 0.0154405 0.1269379 0.2113676 0.1751645 0.5819898 0.3750339 0.2531253 0.2103326 0.4809161 0.1457548 0.1668347 0.02030991 0.006925595 0.2856877 0.8039805 0.9282749 0.0006729848 0.2573437 0.997538 0.7251099 0.04727464 0.03229603 0.1958628 0.1026499 0.1153259 0.04942924 0.3736865 0.02678569 0.01001008 0.02717666 0.9346551 0.974718 0.007826499 0.9803025 0.01569145 0.006651262 0.9560871 0.9777887 0.9718764 0.1719512 0.05035031 0.9974288 0.04779515 0.9765328 0.947956 0.4826777 0.3220584 0.3797592 0.506001 0.3630913 0.2476358 0.3079146 0.300264 0.4998675 0.169603 0.4784922 0.85208 0.3023389 0.06894706 0.9605066 0.9060769 0.03269646 0.03710095 0.9982022 0.3019163 0.2788894 0.3240892 0.5706961 0.2840673 0.1285296 0.2008983 0.3940822 0.01040945 0.3195317 0.0444745 0.07037472 0.07905491 0.1468653 0.1662312 0.2458943 0.05231941 0.1162413 0.07854435
"91" 0.620231 0.1830848 0.5472649 0.5586751 0.3819833 0.329212 0.8293142 0.3282446 0.1811654 0.3404083 0.1706547 0.2035251 0.2135712 0.133551 0.2340762 0.5011961 0.3624436 0.279131 0.005170673 0.6951503 0.6123439 0.1359327 0.6659426 0.7264818 0.1064267 0.1919656 0.2304403 0.2149313 0.2587142 0.9721298 0.08743809 0.2527749 0.9867244 0.8140697 0.06793492 0.9746346 0.1610181 0.3043442 0.3834269 0.3163709 0.06261843 0.2265395 0.4036823 0.3565696 0.01926517 0.4330911 0.09930176 0.3611956 0.6792106 0.8290622 0.2040919 0.6252109 0.5441895 0.01000093 0.2082131 0.3106457 0.2526084 0.6068422 0.1683471 0.2857691 0.2819646 0.4191739 0.1266773 0.01627756 0.828762 0.7597337 0.2533312 0.02019212 0.8842835 0.03544727 0.2198006 0.9916188 0.06492841 0.05258951 0.1386698 0.3994686 0.06869254 0.2082726 0.01519644 0.1785115 0.0139262 0.01049754 0.9758117 0.006554585 0.01226628 0.9117205 0.9971343 0.02438638 0.993162 0.9610119 0.9751677 0.3537215 0.991072 0.9931433 0.1981254 0.0839956 0.9428981 0.02380091 0.4348372 0.2217777 0.5269421 0.2152751 0.3711034 0.5247037 0.2703389 0.2597175 0.3470617 0.1582692 0.07092208 0.3219463 0.9565876 0.001007009 0.3274045 0.9463624 0.7414322 0.1549218 0.9873588 0.1991028 0.2748346 0.2187861 0.492594 0.3363473 0.09115515 0.3523174 0.5601078 0.03113273 0.2236872 0.09470369 0.148163 0.08234296 0.05449112 0.1358449 0.05194029 0.08774727 0.1210797
"92" 0.2392141 0.5997811 0.5295919 0.773745 0.3434822 0.6876786 0.2973947 0.2044644 0.3663386 0.3151954 0.1854415 0.1575778 0.4036292 0.2916915 0.3996239 0.2821886 0.2791383 0.3387703 0.7842507 0.596249 0.1001401 0.1733166 0.709449 0.008487016 0.7540546 0.2263058 0.1571203 0.1925859 0.9870152 0.07213617 0.8064378 0.3311353 0.2312854 0.9888207 0.968859 0.04732498 0.3028309 0.3038691 0.3936783 0.3689697 0.07828193 0.2005882 0.272523 0.004863306 0.3754696 0.02254804 0.187994 0.588015 0.7570832 0.9910469 0.4224127 0.2048997 0.003297913 0.5561289 0.31793 0.345379 0.3649951 0.2678584 0.1939704 0.1689813 0.3376278 0.1387337 0.528648 0.777137 0.839277 0.1912478 0.03629474 0.06165074 0.03824785 0.9073078 0.9900136 0.184355 0.01132165 0.1253018 0.2420971 0.07905893 0.09950311 0.04000779 0.1081076 0.01928961 0.1448692 0.9658413 0.002612848 0.00145012 0.03049747 0.9782867 0.02715517 0.9862043 0.9798937 0.9908472 0.2199899 0.9898813 0.9639165 0.9684331 0.2214302 0.970105 0.09493319 0.3738077 0.02392779 0.5183235 0.2227227 0.3516756 0.2146668 0.4942184 0.2660706 0.2627479 0.1632202 0.3917991 0.2744746 0.9592319 0.0188488 0.9271576 0.3256798 0.06890545 0.9026414 0.9837319 0.1071456 0.2722107 0.2629505 0.4555925 0.4338747 0.1096642 0.1799278 0.118785 0.01844095 0.5910234 0.09074634 0.1270104 0.1017651 0.05705488 0.05842757 0.2078283 0.1483658 0.1320094 0.07679224
"93" 0.62487 0.295687 0.28041 0.5933505 0.4460568 0.483086 0.7697904 0.4172216 0.2368723 0.374382 0.2154052 0.3015471 0.2632006 0.1929356 0.2181977 0.3519305 0.3478541 0.2636374 0.007237239 0.7894922 0.7062816 0.6481566 0.1086158 0.588196 0.2013978 0.211476 0.3878731 0.1819818 0.9462549 0.1151283 0.9885332 0.1166686 0.2625863 0.7973506 0.0286639 0.9858874 0.0986218 0.2724349 0.2898425 0.3817406 0.6197548 0.1282305 0.3385064 0.3640252 0.01026417 0.440734 0.2003722 0.1423238 0.2940123 0.6423686 0.9920525 0.6923083 0.5980875 0.04102392 0.2088295 0.3683841 0.2094353 0.2744928 0.529835 0.1568303 0.2248495 0.4701176 0.1003702 0.03302734 0.8884226 0.7055986 0.8800848 0.2821517 0.007437039 0.03033226 0.1061454 0.9991513 0.05278411 0.1171879 0.03419677 0.1234112 0.3707691 0.113312 0.03970416 0.1338275 0.04467402 0.01506852 0.9969601 0.9635943 0.008845664 0.01385123 0.9678413 0.05738156 0.9428984 0.996048 0.9944589 0.02161548 0.2258171 0.9951707 0.9471997 0.1356159 0.9699373 0.07255423 0.3648523 0.2380788 0.2523176 0.3774114 0.264161 0.4835961 0.5666951 0.1684087 0.3878187 0.2082296 0.0302658 0.8544984 0.2887473 0.9782753 0.05024013 0.3108318 0.7700368 0.0145158 0.9556342 0.1727415 0.1272003 0.384807 0.2714099 0.5139129 0.2703742 0.4530002 0.4514192 0.057828 0.2290777 0.1351575 0.09425045 0.1306126 0.06664103 0.06271164 0.07872203 0.05439541 0.1484317
"94" 0.6700083 0.6053782 0.3665748 0.2744487 0.280974 0.4933288 0.8226069 0.4797156 0.2336371 0.3413859 0.2230163 0.2206202 0.2321977 0.2295238 0.2630285 0.5809381 0.2347503 0.3653996 0.004043735 0.6910979 0.7749327 0.3634673 0.7693197 0.1599469 0.002107441 0.4880711 0.1470223 0.1875362 0.952059 0.948742 0.9777302 0.1695804 0.08722755 0.8065158 0.1388907 0.1778053 0.2533867 0.3337838 0.2279127 0.005372801 0.3123401 0.5380062 0.2034606 0.1311523 0.5629675 0.426258 0.3297729 0.262972 0.009521057 0.04966612 0.6702544 0.6460917 0.8541076 0.5231837 0.2191709 0.3730057 0.2744989 0.1655074 0.1929874 0.5838423 0.1515245 0.2350175 0.687855 0.02817321 0.7455234 0.852747 0.996649 0.7386781 0.2845421 0.02679127 0.001621119 0.3109712 0.05151714 0.1209237 0.1860485 0.009742497 0.01830165 0.4173967 0.03933126 0.09629726 0.1642469 0.01406071 0.00600693 0.9763498 0.9753495 0.9541865 0.0377679 0.0311375 0.9992823 0.9684395 0.9814334 0.9990112 0.06917497 0.3081382 0.2461649 0.9729898 0.9864488 0.2355048 0.1129942 0.2706742 0.3278785 0.3020356 0.1598081 0.4052043 0.5198827 0.2055644 0.585013 0.2911519 0.04277645 0.9282521 0.8590709 0.9952863 0.2144572 0.003017109 0.8198265 0.2537179 0.05074708 0.1273724 0.2421186 0.1425945 0.01554683 0.3534933 0.4900964 0.404275 0.3063829 0.4299326 0.2485678 0.1293555 0.1250198 0.1649983 0.1011414 0.04376594 0.06802501 0.07595218 0.0431741
"95" 0.5440235 0.4464704 0.3780933 0.6692524 0.4163419 0.8784286 0.247765 0.2227609 0.4917653 0.2317797 0.2626953 0.1335555 0.378119 0.2381308 0.3655134 0.2039028 0.3430007 0.1421838 0.5814571 0.1805541 0.8503112 0.005885751 0.125217 0.1187173 0.8428751 0.4375373 0.5691862 0.9534 0.1029756 0.9798635 0.2023504 0.1870802 0.8503459 0.2844746 0.9934418 0.1417373 0.2894202 0.4138093 0.3571234 0.1222582 0.430521 0.302471 0.1757746 0.02708497 0.1706663 0.2799983 0.4617399 0.2641869 0.4372939 0.7160836 0.6363705 0.1872241 0.01319577 0.7965541 0.2654155 0.4012865 0.326547 0.1722995 0.5051773 0.2590769 0.2989147 0.1867447 0.1686838 0.8340007 0.2913682 0.8082469 0.006169999 0.2508317 0.02940724 0.897366 0.996173 0.01237355 0.1541639 0.2275163 0.1875251 0.04452677 0.3208929 0.03922711 0.0325513 0.03461817 0.04558595 0.01576401 0.9893195 0.9946655 0.02913242 0.08117405 0.03087019 0.9954252 0.9777059 0.9790161 0.9983667 0.004813941 0.003033619 0.9821019 0.9817211 0.9650705 0.3281063 0.386571 0.182041 0.2289928 0.2839064 0.3103239 0.2339898 0.3445727 0.2268253 0.4970526 0.2096817 0.5861107 0.9488541 0.05052204 0.9327658 0.01634271 0.1024136 0.8643952 0.3447464 0.9900506 0.3577581 0.2734108 0.4255975 0.1664347 0.137777 0.5337575 0.3753984 0.2650326 0.02771116 0.1954606 0.1169132 0.0749463 0.1031179 0.2232458 0.07830054 0.06576633 0.1077817 0.179046 0.05088219
"96" 0.4918031 0.2484396 0.3309407 0.2173399 0.6549634 0.5742817 0.4612214 0.8658642 0.3257921 0.3411072 0.3194567 0.2264848 0.2734448 0.4164357 0.2219557 0.131977 0.5489739 0.3650381 0.6173215 0.4126184 0.7713273 0.7750542 0.005004723 0.6670038 0.1449311 0.1887186 0.194457 0.1143253 0.9633161 0.8485131 0.3550826 0.1515305 0.9659903 0.1057346 0.8236502 0.0986223 0.08620646 0.01431539 0.2617519 0.3588941 0.1338719 0.3029312 0.4338046 0.2825249 0.4010416 0.8474208 0.002333514 0.3360118 0.04811239 0.3585126 0.2651541 0.7253591 0.6043757 0.5547305 0.2017839 0.1585485 0.2976881 0.2151167 0.1587751 0.2885313 0.6270076 0.363588 0.52204 0.02394113 0.9953525 0.7740352 0.8618126 0.01586985 0.7499707 0.214806 0.07944044 0.1618876 0.1138178 0.03538043 0.1525434 0.03009708 0.05753929 0.1335042 0.3741732 0.00782961 0.1537347 0.9572304 0.9900513 0.9950527 0.9094885 0.01664453 0.02398549 0.03342569 0.007787537 0.9787719 0.1571541 0.3892757 0.01432345 0.2516916 0.9816732 0.9989599 0.9517462 0.9926486 0.07064187 0.639836 0.2110386 0.2423934 0.5091071 0.2372117 0.1948419 0.4282738 0.2481181 0.2088721 0.2176719 0.9972596 0.9926614 0.1447163 0.07100006 0.9335907 0.07144015 0.7473354 0.08325257 0.293278 0.01794245 0.2909532 0.2388267 0.1518137 0.2554656 0.4186376 0.4502532 0.5520998 0.05253424 0.1689087 0.1162189 0.09077639 0.2344832 0.1318439 0.08288897 0.055147 0.06719868
"97" 0.3004403 0.3862124 0.2613578 0.3969745 0.7179689 0.6457187 0.4015999 0.186557 0.6025908 0.2621501 0.202828 0.2147548 0.3577149 0.4341587 0.3231184 0.2069394 0.2583619 0.2303077 0.7642323 0.1678915 0.870232 0.1676908 0.1132267 0.003331931 0.6665812 0.287302 0.5761756 0.8773682 0.1313312 0.1467353 0.03721897 0.7879188 0.201382 0.08959397 0.9841604 0.9741161 0.3032691 0.4088278 0.3186828 0.4539909 0.291355 0.1939242 0.1542968 0.001836407 0.3302547 0.2835922 0.6733903 0.09378146 0.5500944 0.6788017 0.3403083 0.7200746 0.04412318 0.3294603 0.3763496 0.5078906 0.261193 0.5129221 0.3623658 0.2260446 0.2257002 0.1647141 0.2780986 0.8727636 0.2149679 0.8780014 0.2454617 0.05312634 0.01690787 0.01347718 0.9912035 0.8034401 0.1875687 0.3240964 0.01629473 0.3055015 0.02679432 0.02777164 0.006440108 0.01303238 0.1415038 0.983642 0.002633069 0.96296 0.9924238 0.04820198 0.02059827 0.9469379 0.9923391 0.0002251214 0.01180173 0.9985252 0.3853664 0.02021522 0.9737772 0.9757313 0.1778903 0.3334512 0.9955746 0.3407003 0.5746737 0.4432925 0.3753559 0.2923596 0.2230612 0.5117322 0.1757828 0.214995 0.8430697 0.02520916 0.3289128 0.1199462 0.8078603 0.04466998 0.1221364 0.9571431 0.9531178 0.1243056 0.5009199 0.2633908 0.6382069 0.4388859 0.1062387 0.270824 0.04696 0.231424 0.1253032 0.06877033 0.06857878 0.06179434 0.06511958 0.2248825 0.08172533 0.1765887 0.1272373
"98" 0.4881845 0.6262856 0.4057398 0.4241274 0.3082739 0.3489663 0.805697 0.5963403 0.2782438 0.2569855 0.3291696 0.2825033 0.3536815 0.207908 0.1467021 0.5015342 0.2787834 0.3140348 0.6849357 0.006851977 0.1237179 0.2387363 0.7438646 0.7340119 0.08077285 0.5945513 0.3794625 0.1703943 0.1848725 0.04303416 0.07672298 0.1695666 0.9638102 0.7531635 0.930724 0.9817904 0.07333241 0.186367 0.4188152 0.4169124 0.3074823 0.2390672 0.2725981 0.3504408 0.01191078 0.7862521 0.3469462 0.6505129 0.6632118 0.1086801 0.198563 0.7557864 0.2717259 0.02858401 0.08992737 0.1831763 0.5795935 0.5345258 0.2531935 0.3740938 0.2620962 0.269991 0.1559094 0.1217754 0.006562955 0.2097426 0.1549449 0.8718084 0.8419106 0.03616076 0.7603866 0.9890378 0.08606153 0.009372992 0.5003698 0.2226372 0.01719936 0.2053861 0.08734127 0.1342795 0.01469383 0.9343235 0.03111185 0.01810035 0.9792772 0.9833704 0.9733844 0.09932918 0.0120918 0.9700108 0.113046 0.980679 0.9791801 0.02615593 0.3733511 0.004769347 0.9556615 0.9900458 0.4093225 0.7279768 0.1888023 0.4844241 0.4161032 0.3374114 0.3440555 0.2616837 0.1905338 0.1883079 0.315289 0.02410389 0.01021872 0.07799741 0.255748 0.8873329 0.6701305 0.9222923 0.9812968 0.145643 0.1372421 0.4441253 0.5481924 0.3504881 0.1774383 0.4335043 0.2696519 0.03305226 0.05125172 0.2327827 0.06044841 0.06428358 0.0818094 0.1346713 0.06442788 0.1558243 0.1545008
"99" 0.6126572 0.2147866 0.3791095 0.5825612 0.425654 0.7236249 0.2319617 0.4620943 0.6563951 0.1376639 0.2684779 0.1308739 0.1541716 0.3766844 0.3769913 0.3352787 0.09260185 0.3912073 0.7250238 0.8033747 0.7742311 0.7239589 0.1650633 0.02690237 0.3769873 0.1546712 0.007698805 0.9787546 0.3316297 0.9228161 0.03198504 0.0960521 0.5840943 0.9989557 0.1267685 0.1376307 0.3150394 0.2984615 0.2913623 0.1057887 0.5036514 0.2992592 0.01065166 0.4415758 0.1274787 0.293021 0.06865182 0.2721931 0.732831 0.4858178 0.6151886 0.03203905 0.5643274 0.4530363 0.2894762 0.218418 0.3832309 0.2428522 0.4371853 0.217882 0.1615006 0.5848316 0.1783185 0.8469621 0.8676672 0.8055748 0.01611145 0.234506 0.03677346 0.9981954 0.3084021 0.01903904 0.1242745 0.01533967 0.1630779 0.0686703 0.2570437 0.06936757 0.01799343 0.4378283 0.05888593 0.00504064 0.9933296 0.9877448 0.9697895 0.9762689 0.0551243 0.9863886 0.004304486 0.02044017 0.9824117 0.277171 0.006521444 0.1479941 0.01964159 0.9583646 0.3971913 0.9580092 0.9696787 0.2561575 0.5157912 0.240936 0.5721852 0.2917803 0.1848458 0.1820414 0.3615293 0.2657937 0.9558277 0.2396773 0.9564133 0.2536854 0.1270551 0.5077937 0.9767044 0.02864322 0.02367435 0.2207672 0.1972229 0.1822445 0.1809901 0.6438898 0.4628959 0.02213546 0.5015582 0.07341549 0.1390603 0.09316463 0.1021718 0.06683038 0.06581066 0.1138854 0.1814736 0.06937359 0.1682296
"100" 0.2295727 0.1943448 0.6376524 0.4417824 0.3097794 0.4802247 0.4356799 0.7525632 0.6453023 0.1854106 0.2466885 0.3850688 0.2615837 0.2273347 0.2467909 0.3261242 0.4158608 0.2318342 0.6804589 0.2522463 0.008213088 0.09290141 0.8284556 0.7118322 0.1541381 0.07677943 0.6013788 0.272026 0.9790655 0.1774267 0.05914255 0.9107332 0.2386997 0.05933299 0.7777876 0.9553956 0.2867311 0.02230195 0.1314046 0.3737416 0.2173739 0.1851247 0.3768509 0.246727 0.3670036 0.0218197 0.03724092 0.3411682 0.6861598 0.09970805 0.7672291 0.5779659 0.6283106 0.2264868 0.3189819 0.103856 0.1249607 0.5751899 0.3234998 0.1236094 0.4567707 0.1925614 0.3198735 0.7846026 0.9854233 0.02113018 0.1636098 0.9174825 0.0336505 0.2102358 0.0003406905 0.8013306 0.03444352 0.02408815 0.01345344 0.3017174 0.1275126 0.1548857 0.1302659 0.05365353 0.1414015 0.9909194 0.980944 0.01173969 0.0008982906 0.9958662 0.9333385 0.9556348 0.03553318 0.009738742 0.3087569 0.4203555 0.9899794 0.9932836 0.01564134 0.2371695 0.05105559 0.9783302 0.9954875 0.5607018 0.1498707 0.1983006 0.5112702 0.3113619 0.4475516 0.4642 0.2878735 0.2304645 0.2698526 0.9610778 0.02006529 0.001282705 0.9305438 0.5039727 0.06660074 0.6442674 0.9516607 0.4195773 0.02510686 0.08335664 0.4369601 0.1386274 0.1512005 0.6107063 0.4589576 0.2154764 0.06888762 0.147665 0.1628983 0.09568731 0.1494322 0.09152737 0.06477202 0.09912382 0.1200063
